Name,State Land,Latitude,Longitude,Address,Town,County,,
Campsite 13,Delaware Wild Forest,42.049706,-74.723664,1 Post Rd AOR,Andes,Delaware,,
Campsite 13,Delaware Wild Forest,42.049706,-74.723664,1 Post Rd AOR,Andes,Delaware,,
Campsite 2,Delaware Wild Forest,42.04376511,-74.72537853,366 Barkaboom Rd PAR,Andes,Delaware,,
Campsite 2,Delaware Wild Forest,42.04376511,-74.72537853,366 Barkaboom Rd PAR,Andes,Delaware,,
Campsite 3,Delaware Wild Forest,42.043284,-74.724236,288 Barkaboom Rd PAR,Andes,Delaware,,
Campsite 3,Delaware Wild Forest,42.043284,-74.724236,288 Barkaboom Rd PAR,Andes,Delaware,,
Campsite 4,Delaware Wild Forest,42.04206487,-74.72563947,246 Barkaboom Rd PAR,Andes,Delaware,,
Campsite 4,Delaware Wild Forest,42.04206487,-74.72563947,246 Barkaboom Rd PAR,Andes,Delaware,,
Campsite 5,Delaware Wild Forest,42.042296,-74.725271,246 Barkaboom Rd PAR,Andes,Delaware,,
Campsite 5,Delaware Wild Forest,42.042296,-74.725271,246 Barkaboom Rd PAR,Andes,Delaware,,
Campsite 6,Delaware Wild Forest,42.041454,-74.725183,246 Barkaboom Rd PAR,Hardenburgh,Ulster,,
Campsite 6,Delaware Wild Forest,42.041454,-74.725183,246 Barkaboom Rd PAR,Hardenburgh,Ulster,,
Campsite 8,Delaware Wild Forest,42.042972,-74.725908,288 Barkaboom Rd PAR,Andes,Delaware,,
Campsite 8,Delaware Wild Forest,42.042972,-74.725908,288 Barkaboom Rd PAR,Andes,Delaware,,
Campsite 9 Ada,Delaware Wild Forest,42.043338,-74.725983,366 Barkaboom Rd PAR,Andes,Delaware,,
Campsite 9 Ada,Delaware Wild Forest,42.043338,-74.725983,366 Barkaboom Rd PAR,Andes,Delaware,,
Cat Hollow Lean-To,Delaware Wild Forest,42.04910415,-74.92817386,655 Wedemeyer Rd,Colchester,Delaware,,
Delaware Wild Forest Primitive Tent Site,Delaware Wild Forest,42.01075813,-74.9473067,4330 Russell Brook Rd AOR,Colchester,Delaware,,
Delaware Wild Forest Primitive Tent Site,Delaware Wild Forest,42.00096548,-74.94269015,4330 Russell Brook Rd AOR,Colchester,Delaware,,
Delaware Wild Forest Primitive Tent Site,Delaware Wild Forest,41.99423836,-74.95911011,1860 Dry Brook Rd AOR,Colchester,Delaware,,
Mud Pond Trail Lean-To,Delaware Wild Forest,42.011684,-74.947681,4330 Russell Brook Rd AOR,Colchester,Delaware,,
Pelnor Hollow Lean-To,Delaware Wild Forest,42.00585971,-74.86821319,5289 County Highway 7,Colchester,Delaware,,
Primitive Campsite,Delaware Wild Forest,42.000518,-74.94268,4330 Russell Brook Rd AOR,Colchester,Delaware,,
Primitive Campsite,Delaware Wild Forest,42.00623045,-74.94263003,4330 Russell Brook Rd AOR,Colchester,Delaware,,
Primitive Campsite,Delaware Wild Forest,41.99624247,-74.94371195,4348 Russell Brook Rd AOR,Colchester,Delaware,,
Primitive Campsite,Delaware Wild Forest,41.996362,-74.962177,1860 Dry Brook Rd AOR,Colchester,Delaware,,
Primitive Campsite,Delaware Wild Forest,41.99456736,-74.95989357,1860 Dry Brook Rd AOR,Colchester,Delaware,,
Primitive Campsite,Delaware Wild Forest,41.995853,-74.941072,4348 Russell Brook Rd AOR,Colchester,Delaware,,
Primitive Campsite,Delaware Wild Forest,42.011873,-74.945573,4330 Russell Brook Rd AOR,Colchester,Delaware,,
Primitive Tent Site,Delaware Wild Forest,42.01019291,-74.94690348,4330 Russell Brook Rd AOR,Colchester,Delaware,,
Primitive Tent Site,Delaware Wild Forest,42.00383283,-74.9297648,3895 Morton Hill Rd,Colchester,Delaware,,
Primitive Tent Site,Delaware Wild Forest,42.00030595,-74.93606374,4330 Russell Brook Rd AOR,Colchester,Delaware,,
Primitive Tent Site,Delaware Wild Forest,41.99971522,-74.93654974,4330 Russell Brook Rd AOR,Colchester,Delaware,,
Primitive Tent Site,Delaware Wild Forest,41.99920956,-74.9363346,4330 Russell Brook Rd AOR,Colchester,Delaware,,
Primitive Tent Site,Delaware Wild Forest,41.99894906,-74.93631841,4348 Russell Brook Rd AOR,Colchester,Delaware,,
Primitive Tent Site,Delaware Wild Forest,41.99824736,-74.93655433,4348 Russell Brook Rd AOR,Colchester,Delaware,,
Primitive Tent Site,Delaware Wild Forest,41.99739327,-74.93461132,4348 Russell Brook Rd AOR,Colchester,Delaware,,
Primitive Tent Site,Delaware Wild Forest,41.99925752,-74.96115728,1860 Dry Brook Rd AOR,Colchester,Delaware,,
Primitive Tent Site,Delaware Wild Forest,41.99730955,-74.9585902,1860 Dry Brook Rd AOR,Colchester,Delaware,,
Primitve Campsite,Delaware Wild Forest,41.99916,-74.958744,1860 Dry Brook Rd AOR,Colchester,Delaware,,
Deruyter Lean-To,Deruyter State Forest,42.82018463,-75.85910528,2085 Fairbanks Rd,DeRuyter,Madison,,
Primitive Campsite,Diamond Notch Primitive Bicycle Corridor,42.168443,-74.257432,2778 Spruceton Rd,Lexington,Greene,,
Dobbins Memorial State Forest Designated Camp Site,Dobbins Memorial State Forest,42.28477396,-78.78291073,6665 Schuppenhauer Rd,Mansfield,Cattaraugus,,
Dobbins Memorial State Forest Dobbins Memorial Designated Campsite,Dobbins Memorial State Forest,42.28211159,-78.78860405,6623 Sodum Rd,Mansfield,Cattaraugus,,
Campsite,Dobbins Memorial State Forest,42.28236092,-78.78908765,6623 Sodum Rd,Mansfield,Cattaraugus,,
Campsite,Dobbins Memorial State Forest,42.28567958,-78.78343174,6665 Schuppenhauer Rd,Mansfield,Cattaraugus,,
Campsite,Dobbins Memorial State Forest,42.28587702,-78.78182442,6665 Schuppenhauer Rd,Mansfield,Cattaraugus,,
Downerville Road Campsite,Downerville State Forest,44.434125,-75.10774333,291 Donnerville Rd CR,Russell,St. Lawrence,,
River Pfar Campsite,Downerville State Forest,44.4251772,-75.10986479,230 Donnerville Rd,Russell,St. Lawrence,,
Pakatakan Leanto,Dry Brook Ridge Wild Forest,42.12994084,-74.62641391,365 Pakatakan Rd,Middletown,Delaware,,
Harrison Rd Campsite,Dry Run State Forest,42.26211406,-77.06693318,10611 Harrison Rd,Hornby,Steuben,,
Wildcat Hollow Campsite,Dry Run State Forest,42.26426792,-77.07143044,10611 Harrison Rd,Hornby,Steuben,,
Lean-To,Dutch Settlement State Forest,42.6294376,-74.26754343,334 Treadlemire Rd,Schoharie,Schoharie,,
Ebfc Campsite,East Branch Fish Creek State Forest,43.60477568,-75.61522295,3506 Michigan Mills Rd,West Turin,Lewis,,
Campsite 1,East Otto State Forest,42.4295602,-78.77841499,8138 Traffic St NAME,East Otto,Cattaraugus,,
Campsite 10,East Otto State Forest,42.43679468,-78.78725606,564 Traffic St,East Otto,Cattaraugus,,
Campsite 11,East Otto State Forest,42.43686641,-78.78876183,564 Traffic St,East Otto,Cattaraugus,,
Campsite 12,East Otto State Forest,42.43994246,-78.79280632,563 Meyers Rd AOR,East Otto,Cattaraugus,,
Campsite 13 Off Road,East Otto State Forest,42.44116229,-78.79351424,563 Meyers Rd AOR,East Otto,Cattaraugus,,
Campsite 2,East Otto State Forest,42.43075196,-78.77829193,8138 Traffic St NAME,East Otto,Cattaraugus,,
Campsite 3,East Otto State Forest,42.43152456,-78.7780727,564 Traffic St,East Otto,Cattaraugus,,
Campsite 4,East Otto State Forest,42.43246813,-78.77812945,564 Traffic St,East Otto,Cattaraugus,,
Campsite 5,East Otto State Forest,42.43354865,-78.77826528,564 Traffic St,East Otto,Cattaraugus,,
Campsite 6,East Otto State Forest,42.43574827,-78.78009578,564 Traffic St,East Otto,Cattaraugus,,
Campsite 7,East Otto State Forest,42.43776602,-78.78129798,564 Traffic St,East Otto,Cattaraugus,,
Campsite 8,East Otto State Forest,42.43830723,-78.78167797,564 Traffic St,East Otto,Cattaraugus,,
Campsite 9,East Otto State Forest,42.43658224,-78.7811534,564 Traffic St,East Otto,Cattaraugus,,
Off Rd Campsite 14,East Otto State Forest,42.43495753,-78.78631225,564 Traffic St,East Otto,Cattaraugus,,
Bog River Flow Campsite 10,Eastern Five Ponds Access Primitive Area,44.10140804,-74.69038422,2018 Sabattis Rd,Colton,St. Lawrence,,
Bog River Flow Campsite 11,Eastern Five Ponds Access Primitive Area,44.09907871,-74.69307121,2018 Sabattis Rd,Colton,St. Lawrence,,
Bog River Flow Campsite 12,Eastern Five Ponds Access Primitive Area,44.0978314,-74.69999139,2018 Sabattis Rd,Colton,St. Lawrence,,
Bog River Flow Campsite 9,Eastern Five Ponds Access Primitive Area,44.10503372,-74.67884989,2018 Sabattis Rd,Colton,St. Lawrence,,
Hitchins Pond Campsite 4,Eastern Five Ponds Access Primitive Area,44.11703559,-74.6603025,"1338 State Route 421 CR, AOR",Colton,St. Lawrence,,
Hitchins Pond Campsite 5,Eastern Five Ponds Access Primitive Area,44.11438985,-74.6646134,"1338 State Route 421 CR, AOR",Colton,St. Lawrence,,
Hitchins Pond Campsite 6,Eastern Five Ponds Access Primitive Area,44.11147789,-74.66585509,2018 Sabattis Rd,Colton,St. Lawrence,,
Hitchins Pond Campsite 7,Eastern Five Ponds Access Primitive Area,44.11022932,-74.66826137,2018 Sabattis Rd,Colton,St. Lawrence,,
Hitchins Pond Campsite 8,Eastern Five Ponds Access Primitive Area,44.10742088,-74.66911649,2018 Sabattis Rd,Colton,St. Lawrence,,
Fifth Lake Accessible Primitive Tentsite,Essex Chain Lakes Primitive Area,43.88733692,-74.23611854,1796 Goodnow Flow Rd AOR,Newcomb,Essex,,
Floatplane Tentsite,Essex Chain Lakes Primitive Area,43.8624108,-74.27381759,8126 State Route 30,Indian Lake,Hamilton,,
Floatplane Tentsite,Essex Chain Lakes Primitive Area,43.86417462,-74.27088796,8126 State Route 30,Minerva,Essex,,
Grassy Pond Tentsite,Essex Chain Lakes Primitive Area,43.86689886,-74.27610094,8126 State Route 30,Indian Lake,Hamilton,,
Waterfront Primitive Tentsite,Essex Chain Lakes Primitive Area,43.88035646,-74.24594868,1796 Goodnow Flow Rd AOR,Minerva,Essex,,
Waterfront Primitive Tentsite,Essex Chain Lakes Primitive Area,43.87947813,-74.25290607,1796 Goodnow Flow Rd AOR,Minerva,Essex,,
Waterfront Primitive Tentsite,Essex Chain Lakes Primitive Area,43.88256154,-74.23708982,1796 Goodnow Flow Rd AOR,Newcomb,Essex,,
Waterfront Primitive Tentsite,Essex Chain Lakes Primitive Area,43.88545512,-74.25891465,1796 Goodnow Flow Rd AOR,Minerva,Essex,,
Waterfront Primitive Tentsite,Essex Chain Lakes Primitive Area,43.87637735,-74.26276494,1796 Goodnow Flow Rd AOR,Minerva,Essex,,
Waterfront Primitive Tentsite,Essex Chain Lakes Primitive Area,43.8913219,-74.21064069,1525 Goodnow Flow Rd AOR,Newcomb,Essex,,
Waterfront Primitive Tentsite,Essex Chain Lakes Primitive Area,43.86557997,-74.2649096,1796 Goodnow Flow Rd AOR,Minerva,Essex,,
Waterfront Primitive Tentsite,Essex Chain Lakes Primitive Area,43.87965213,-74.24075181,1796 Goodnow Flow Rd AOR,Minerva,Essex,,
Waterfront Primitive Tentsite,Essex Chain Lakes Primitive Area,43.89043591,-74.21448554,1525 Goodnow Flow Rd AOR,Newcomb,Essex,,
Designated Camping Site,Farmersville State Forest,42.39555923,-78.32385802,376 Bush Hill Rd,Farmersville,Cattaraugus,,
Campsite,Farmersville State Forest,42.40195676,-78.32651114,544 W Branch Rd AOR,Farmersville,Cattaraugus,,
13,Ferris Lake Wild Forest,43.32484,-74.64011,1355 State Route 10,Arietta,Hamilton,,
14,Ferris Lake Wild Forest,43.32852,-74.64078,1052 State Route 8,Arietta,Hamilton,,
Big Bay #1,Ferris Lake Wild Forest,43.37999138,-74.57379029,696 State Route 8,Arietta,Hamilton,,
Big Bay #2,Ferris Lake Wild Forest,43.38016138,-74.5580906,15 Powley Rd,Arietta,Hamilton,,
Big Bay #3,Ferris Lake Wild Forest,43.3821233,-74.55339419,2698 State Route 10,Arietta,Hamilton,,
Broomstick Lake #1,Ferris Lake Wild Forest,43.20753893,-74.53979333,882 State Route 10,Caroga,Fulton,,
Broomstick Lake #1,Ferris Lake Wild Forest,43.20697913,-74.54061159,882 State Route 10,Caroga,Fulton,,
Campsite,Ferris Lake Wild Forest,43.3038541,-74.5928481,1355 State Route 10,Arietta,Hamilton,,
Edick Rd #1,Ferris Lake Wild Forest,43.235411,-74.68342595,124 Winters Rd AOR,Stratford,Fulton,,
Edick Rd #2,Ferris Lake Wild Forest,43.24035801,-74.68382194,124 Winters Rd AOR,Stratford,Fulton,,
Ferris Lake Wild Forest Good Luck Lake #1,Ferris Lake Wild Forest,43.25082218,-74.54107711,138 State Route 10,Arietta,Hamilton,,
Ferris Lake Wild Forest Good Luck Lake #4,Ferris Lake Wild Forest,43.2463113,-74.5449417,138 State Route 10,Arietta,Hamilton,,
Ferris Lake Wild Forest Good Luck Lake #6,Ferris Lake Wild Forest,43.24659937,-74.53877621,138 State Route 10,Arietta,Hamilton,,
Ferris Lake Wild Forest Long Lake #1,Ferris Lake Wild Forest,43.21817591,-74.58922648,300 N Bay Rd,Stratford,Fulton,,
Ferris Lake Wild Forest Nine Corner Lake #1,Ferris Lake Wild Forest,43.19276175,-74.54572304,4376 State Route 29A,Caroga,Fulton,,
Ferris Lake Wild Forest Nine Corner Lake #3,Ferris Lake Wild Forest,43.19458757,-74.55202547,882 State Route 10,Caroga,Fulton,,
Ferris Lake Wild Forest Nine Corner Lake #5,Ferris Lake Wild Forest,43.19110805,-74.54912167,4376 State Route 29A,Caroga,Fulton,,
Ferris Lake Wild Forest Powley Rd Roadside Campsite,Ferris Lake Wild Forest,43.32835873,-74.64135183,1052 State Route 8,Arietta,Hamilton,,
Ferris Lake Wild Forest Stewart Landing #2,Ferris Lake Wild Forest,43.14285143,-74.5963662,794 Stewart Landing Rd AOR,Stratford,Fulton,,
G Lake #1,Ferris Lake Wild Forest,43.4114834,-74.62673726,41 Lake Shore Dr NAME,Arietta,Hamilton,,
G Lake #2,Ferris Lake Wild Forest,43.41213594,-74.62614777,41 Lake Shore Dr NAME,Arietta,Hamilton,,
G Lake #3,Ferris Lake Wild Forest,43.41573417,-74.63010719,340 Mountain Home Rd,Arietta,Hamilton,,
G Lake #4,Ferris Lake Wild Forest,43.4182254,-74.63497158,340 Mountain Home Rd,Arietta,Hamilton,,
G Lake #4,Ferris Lake Wild Forest,43.4182254,-74.63497158,340 Mountain Home Rd,Arietta,Hamilton,,
G Lake Road #1,Ferris Lake Wild Forest,43.38938196,-74.63823795,163 Alder Brook Rd,Arietta,Hamilton,,
G Lake Road #2,Ferris Lake Wild Forest,43.39318,-74.63814,163 Alder Brook Rd,Morehouse,Hamilton,,
G Lake Road #3,Ferris Lake Wild Forest,43.39555,-74.6365,353 State Route 8,Morehouse,Hamilton,,
G Lake Road #4,Ferris Lake Wild Forest,43.40671,-74.62909,11 Charter Dr,Morehouse,Hamilton,,
G Lake Road #5,Ferris Lake Wild Forest,43.40759997,-74.629194,41 Lake Shore Dr NAME,Morehouse,Hamilton,,
Glassgow Pond,Ferris Lake Wild Forest,43.10329292,-74.5340476,158 Newkirk Rd,Caroga,Fulton,,
Good Luck Lake #1,Ferris Lake Wild Forest,43.25087254,-74.53982533,138 State Route 10,Arietta,Hamilton,,
Good Luck Lake #10,Ferris Lake Wild Forest,43.24630675,-74.54598966,225 N Shore West Stoner Lake Rd,Arietta,Hamilton,,
Good Luck Lake #13,Ferris Lake Wild Forest,43.24665483,-74.53739013,138 State Route 10,Arietta,Hamilton,,
Good Luck Lake #2,Ferris Lake Wild Forest,43.25069224,-74.54321158,138 State Route 10,Arietta,Hamilton,,
Good Luck Lake #5,Ferris Lake Wild Forest,43.24653947,-74.54276544,138 State Route 10,Arietta,Hamilton,,
Good Luck Lake #6,Ferris Lake Wild Forest,43.24895102,-74.54855121,138 State Route 10,Arietta,Hamilton,,
Hildervandt Vly,Ferris Lake Wild Forest,43.11453555,-74.55483351,203 Denure Rd,Stratford,Fulton,,
Jerseyfield Rd #1,Ferris Lake Wild Forest,43.26652098,-74.77796305,1537 Jerseyfield Rd AOR,Salisbury,Herkimer,,
Jerseyfield Rd #2,Ferris Lake Wild Forest,43.27742307,-74.77377158,1608 Jerseyfield Rd AOR,Salisbury,Herkimer,,
Jockeybush Lake #1,Ferris Lake Wild Forest,43.30224431,-74.58541707,1355 State Route 10,Arietta,Hamilton,,
Jockeybush Lake #2,Ferris Lake Wild Forest,43.3033381,-74.58949638,1355 State Route 10,Arietta,Hamilton,,
Jockeybush Lake #3,Ferris Lake Wild Forest,43.30493627,-74.5934153,1355 State Route 10,Arietta,Hamilton,,
Lilly Lake #1,Ferris Lake Wild Forest,43.1463405,-74.57581568,1056 Stewart Landing Rd AOR,Stratford,Fulton,,
Lilly Lake #2,Ferris Lake Wild Forest,43.15091605,-74.55723587,1200 Stewart Landing Rd,Stratford,Fulton,,
Lilly Lake #3,Ferris Lake Wild Forest,43.15656647,-74.54373831,1212 Stewart Landing Rd,Caroga,Fulton,,
Long Lake #1,Ferris Lake Wild Forest,43.2173757,-74.59011643,300 N Bay Rd,Stratford,Fulton,,
Long Lake #2,Ferris Lake Wild Forest,43.21801377,-74.58851001,300 N Bay Rd,Stratford,Fulton,,
Mountain Home Road #1,Ferris Lake Wild Forest,43.40563602,-74.69529497,338 Mountain Home Rd,Morehouse,Hamilton,,
Mountain Home Road #2,Ferris Lake Wild Forest,43.40719599,-74.68904696,338 Mountain Home Rd,Morehouse,Hamilton,,
Mountain Home Road #3,Ferris Lake Wild Forest,43.40704359,-74.68770233,338 Mountain Home Rd,Morehouse,Hamilton,,
Mountain Home Road #4,Ferris Lake Wild Forest,43.40787145,-74.68836594,338 Mountain Home Rd,Morehouse,Hamilton,,
Mountain Home Road #5,Ferris Lake Wild Forest,43.40758738,-74.68716534,338 Mountain Home Rd,Morehouse,Hamilton,,
Mountain Home Road #6,Ferris Lake Wild Forest,43.408569,-74.68715493,338 Mountain Home Rd,Morehouse,Hamilton,,
Mud Lake,Ferris Lake Wild Forest,43.2923522,-74.79511671,1608 Jerseyfield Rd AOR,Salisbury,Herkimer,,
Nine Corner Lake #1,Ferris Lake Wild Forest,43.19243894,-74.54307626,4376 State Route 29A,Caroga,Fulton,,
Nine Corner Lake #10,Ferris Lake Wild Forest,43.19299194,-74.54464956,4376 State Route 29A,Caroga,Fulton,,
Nine Corner Lake #2,Ferris Lake Wild Forest,43.19130788,-74.54812812,4376 State Route 29A,Caroga,Fulton,,
Nine Corner Lake #3,Ferris Lake Wild Forest,43.1912868,-74.54940953,4376 State Route 29A,Caroga,Fulton,,
Nine Corner Lake #4,Ferris Lake Wild Forest,43.19083521,-74.55081383,744 W Lake Rd,Caroga,Fulton,,
Nine Corner Lake #5,Ferris Lake Wild Forest,43.1933896,-74.5554636,882 State Route 10,Caroga,Fulton,,
Nine Corner Lake #6,Ferris Lake Wild Forest,43.19510315,-74.55228074,882 State Route 10,Caroga,Fulton,,
Nine Corner Lake #7,Ferris Lake Wild Forest,43.19335852,-74.54869937,4376 State Route 29A,Caroga,Fulton,,
Nine Corner Lake #8,Ferris Lake Wild Forest,43.19366218,-74.54734884,4376 State Route 29A,Caroga,Fulton,,
Nine Corner Lake #9,Ferris Lake Wild Forest,43.19288757,-74.54608404,4376 State Route 29A,Caroga,Fulton,,
Powley Rd Roadside Campsite,Ferris Lake Wild Forest,43.31144,-74.65402,1288 Piseco Rd AOR,Arietta,Hamilton,,
Powley Rd Roadside Campsite,Ferris Lake Wild Forest,43.35335,-74.60193,454 State Route 8,Arietta,Hamilton,,
Powley Rd Roadside Campsite,Ferris Lake Wild Forest,43.3598,-74.59222,696 State Route 8,Arietta,Hamilton,,
Powley Rd Roadside Campsite,Ferris Lake Wild Forest,43.36445,-74.57924,696 State Route 8,Arietta,Hamilton,,
Powley Rd Roadside Campsite,Ferris Lake Wild Forest,43.28421,-74.6639,1288 Piseco Rd AOR,Arietta,Hamilton,,
Powley Rd Roadside Campsite,Ferris Lake Wild Forest,43.3135,-74.65055,1355 State Route 10,Arietta,Hamilton,,
Powley Rd Roadside Campsite,Ferris Lake Wild Forest,43.30631,-74.65596,1288 Piseco Rd AOR,Arietta,Hamilton,,
Powley Rd Roadside Campsite,Ferris Lake Wild Forest,43.30963,-74.65454,1288 Piseco Rd AOR,Arietta,Hamilton,,
Powley Rd Roadside Campsite,Ferris Lake Wild Forest,43.3495,-74.61428,353 State Route 8,Arietta,Hamilton,,
Powley Rd Roadside Campsite,Ferris Lake Wild Forest,43.3132,-74.6523,1355 State Route 10,Arietta,Hamilton,,
Powley Rd Roadside Campsite,Ferris Lake Wild Forest,43.31336,-74.65161,1355 State Route 10,Arietta,Hamilton,,
Powley Rd Roadside Campsite,Ferris Lake Wild Forest,43.29385,-74.6632,1288 Piseco Rd AOR,Arietta,Hamilton,,
Powley Rd Roadside Campsite #1,Ferris Lake Wild Forest,43.257679,-74.654658,1288 Piseco Rd AOR,Stratford,Fulton,,
Powley Rd Roadside Campsite #2,Ferris Lake Wild Forest,43.261832,-74.657631,1288 Piseco Rd AOR,Stratford,Fulton,,
Powley Rd Roadside Campsite #3,Ferris Lake Wild Forest,43.265327,-74.65902,1288 Piseco Rd AOR,Stratford,Fulton,,
Powley Rd Roadside Campsite #4,Ferris Lake Wild Forest,43.26843,-74.65631,1288 Piseco Rd AOR,Stratford,Fulton,,
Sand Lake,Ferris Lake Wild Forest,43.3608506,-74.57515613,696 State Route 8,Arietta,Hamilton,,
Spectacle Lake #2,Ferris Lake Wild Forest,43.23816533,-74.56834259,225 N Shore West Stoner Lake Rd,Stratford,Fulton,,
Spectacle Lake #3,Ferris Lake Wild Forest,43.23701193,-74.57580533,225 N Shore West Stoner Lake Rd,Stratford,Fulton,,
Spectacle Lake #4,Ferris Lake Wild Forest,43.24140966,-74.58094924,225 N Shore West Stoner Lake Rd,Stratford,Fulton,,
Spectacle Lake #5,Ferris Lake Wild Forest,43.2430542,-74.5847194,862 State Route 10,Stratford,Fulton,,
Stewart Landing #1,Ferris Lake Wild Forest,43.14255904,-74.59477688,794 Stewart Landing Rd AOR,Stratford,Fulton,,
Stewart Landing #2,Ferris Lake Wild Forest,43.14238623,-74.59713829,726 Stewart Landing Rd,Stratford,Fulton,,
Stewart Landing #3,Ferris Lake Wild Forest,43.14310757,-74.59607779,794 Stewart Landing Rd AOR,Stratford,Fulton,,
Stewart Landing #4,Ferris Lake Wild Forest,43.14362056,-74.5939841,794 Stewart Landing Rd AOR,Stratford,Fulton,,
Third Lake #1,Ferris Lake Wild Forest,43.22165087,-74.57232781,229 W Stoner Lake Rd CBD,Stratford,Fulton,,
Third Lake #2,Ferris Lake Wild Forest,43.22419908,-74.56710098,229 W Stoner Lake Rd CBD,Stratford,Fulton,,
Waters Millpond #1,Ferris Lake Wild Forest,43.22213207,-74.60733679,200 N Bay Rd,Stratford,Fulton,,
Waters Millpond #2,Ferris Lake Wild Forest,43.22280782,-74.60182678,300 N Bay Rd,Stratford,Fulton,,
West Canada Creek Campsite,Ferris Lake Wild Forest,43.39659553,-74.85759071,5158 State Route 8,Ohio,Herkimer,,
West Lake #1,Ferris Lake Wild Forest,43.16529444,-74.54318744,228 Dolgeville Point Rd,Caroga,Fulton,,
Black Pond Campsite,Fish Creek Pond Campground,44.30599559,-74.38186544,4523 State Route 30 AOR,Santa Clara,Franklin,,
Big Deer Pond Campsite,Five Ponds Wilderness,44.07066499,-74.83562688,54 S Shore Rd,Long Lake,Hamilton,,
Big Shallow Lean-To,Five Ponds Wilderness,44.05292144,-74.94719393,653 Inlet Rd,Webb,Herkimer,,
Bog Lake Campsite,Five Ponds Wilderness,44.045974,-74.76877997,2359 Sabattis Tract Rd CBD,Long Lake,Hamilton,,
Boone's Landing Primitive Campsite,Five Ponds Wilderness,44.07626703,-74.77451395,2359 Sabattis Tract Rd CBD,Long Lake,Hamilton,,
Cage Lake Lean-To,Five Ponds Wilderness,44.05202833,-75.00662184,653 Inlet Rd,Webb,Herkimer,,
Cage Lake Springhole Lean-To,Five Ponds Wilderness,44.07426192,-74.96138724,653 Inlet Rd,Fine,St. Lawrence,,
Campsite 1,Five Ponds Wilderness,43.91087179,-75.0396843,102 Perkins Is,Webb,Herkimer,,
Campsite 11,Five Ponds Wilderness,43.91498978,-74.97239159,145 Easy St,Webb,Herkimer,,
Campsite 14,Five Ponds Wilderness,43.91873673,-74.95782502,145 Easy St,Webb,Herkimer,,
Campsite 15,Five Ponds Wilderness,43.9234552,-74.95514288,145 Easy St,Webb,Herkimer,,
Campsite 16,Five Ponds Wilderness,43.92188088,-74.9522979,145 Easy St,Webb,Herkimer,,
Campsite 17,Five Ponds Wilderness,43.92502189,-74.94091017,145 Easy St,Webb,Herkimer,,
Campsite 18,Five Ponds Wilderness,43.91812478,-74.94208887,145 Easy St,Webb,Herkimer,,
Campsite 19,Five Ponds Wilderness,43.92115214,-74.9462714,145 Easy St,Webb,Herkimer,,
Campsite 2,Five Ponds Wilderness,43.9039771,-75.02963749,102 Canfield Is,Webb,Herkimer,,
Campsite 21,Five Ponds Wilderness,43.91541731,-74.95456715,145 Easy St,Webb,Herkimer,,
Campsite 22,Five Ponds Wilderness,43.91461838,-74.94828609,145 Easy St,Webb,Herkimer,,
Campsite 24,Five Ponds Wilderness,43.91848168,-74.93103938,145 Easy St,Webb,Herkimer,,
Campsite 25,Five Ponds Wilderness,43.9279065,-74.91060107,164 Donnelly Rd,Webb,Herkimer,,
Campsite 28,Five Ponds Wilderness,44.1523043,-74.86064107,345 S Shore Rd,Clifton,St. Lawrence,,
Campsite 3,Five Ponds Wilderness,43.90458433,-75.01959544,102 Canfield Is,Webb,Herkimer,,
Campsite 30,Five Ponds Wilderness,44.14210631,-74.86097372,345 S Shore Rd,Clifton,St. Lawrence,,
Campsite 4,Five Ponds Wilderness,43.90712725,-75.00285832,105 Williams Is,Webb,Herkimer,,
Campsite 9,Five Ponds Wilderness,43.90990873,-74.97942422,105 Williams Is,Webb,Herkimer,,
Cat Mountain Pond Campsite,Five Ponds Wilderness,44.09422605,-74.86143299,54 S Shore Rd,Clifton,St. Lawrence,,
Clear Pond Campsite,Five Ponds Wilderness,44.04310127,-74.76343794,2359 Sabattis Tract Rd CBD,Long Lake,Hamilton,,
Cowhorn Pond Lean-To,Five Ponds Wilderness,44.09311131,-74.84983974,54 S Shore Rd,Clifton,St. Lawrence,,
Cranberry Lake Campsite 17,Five Ponds Wilderness,44.14079443,-74.79548839,"54 R Barber Pt CR, CBD",Clifton,St. Lawrence,,
Cranberry Lake Campsite 18,Five Ponds Wilderness,44.14004652,-74.82574244,"1 Barber Pt CR, CBD",Clifton,St. Lawrence,,
Dead Creek Flow Primitive Campsite 32,Five Ponds Wilderness,44.12944811,-74.87574249,345 S Shore Rd,Clifton,St. Lawrence,,
Dead Creek Flow Primitive Campsite 33,Five Ponds Wilderness,44.12442693,-74.88045035,345 S Shore Rd,Clifton,St. Lawrence,,
Dead Creek Flow Primitive Campsite 34,Five Ponds Wilderness,44.12338238,-74.88253543,287 S Shore Rd,Clifton,St. Lawrence,,
Dead Creek Flow Primitive Campsite 35,Five Ponds Wilderness,44.11548424,-74.89128046,54 S Shore Rd,Clifton,St. Lawrence,,
Dead Creek Flow Primitive Campsite 38,Five Ponds Wilderness,44.12034,-74.89058516,129 S Shore Rd,Clifton,St. Lawrence,,
Dead Creek Flow Primitive Campsite 40,Five Ponds Wilderness,44.13586157,-74.87702406,345 S Shore Rd,Clifton,St. Lawrence,,
Glasby Pond Campsite,Five Ponds Wilderness,44.09919083,-74.88256092,54 S Shore Rd,Clifton,St. Lawrence,,
